t-30,t,t-29,t-28,t-27,t-26,t-25,t-24,t-23,t-22,t-21,t-20,t-19,t-18,t-17,t-16,t-15,t-14,t-13,t-12,t-11,t-10,t-9,t-8,t-7,t-6,t-5,t-4,t-3,t-2,t-1
23109826.0,159327172.0,-22589530.0,-16269702.0,13327452.0,-505965.0,99339857.0,48644621.0,-60708119.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0
-22589530.0,54372415.0,-16269702.0,13327452.0,-505965.0,99339857.0,48644621.0,-60708119.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0
-16269702.0,82138714.0,13327452.0,-505965.0,99339857.0,48644621.0,-60708119.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0
13327452.0,66085303.0,-505965.0,99339857.0,48644621.0,-60708119.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0
-505965.0,77319666.0,99339857.0,48644621.0,-60708119.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0
99339857.0,44239676.0,48644621.0,-60708119.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0
48644621.0,82291754.0,-60708119.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0
-60708119.0,23322613.0,10998402.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0
10998402.0,30882488.0,55224842.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0
55224842.0,13635172.0,28370395.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0
28370395.0,142618034.0,19400919.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0
19400919.0,83598738.0,73623950.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0
73623950.0,60132712.0,78097327.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0
78097327.0,75555442.0,51434952.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0
51434952.0,22435575.0,-4720029.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0
-4720029.0,19578188.0,22662285.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0
22662285.0,32458538.0,-12966187.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0
-12966187.0,91391096.0,25841422.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0
25841422.0,190030159.0,89997577.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0
89997577.0,4780753.0,67616296.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0
67616296.0,37710281.0,81265210.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0
81265210.0,12873084.0,71789202.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0
71789202.0,25938791.0,139342237.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0
139342237.0,-13014953.0,52031106.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0
52031106.0,283180958.0,48800181.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0
48800181.0,199958986.0,273662717.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0
273662717.0,-80571031.0,142174161.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0
142174161.0,9920473.0,138677177.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0
138677177.0,-29277751.0,58156552.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0
58156552.0,-29080859.0,159327172.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0
159327172.0,-106862568.0,54372415.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0
54372415.0,48185784.0,82138714.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0
82138714.0,14658141.0,66085303.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0
66085303.0,91930538.0,77319666.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0
77319666.0,-8109640.0,44239676.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0
44239676.0,-9882286.0,82291754.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0
82291754.0,-38950462.0,23322613.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0
23322613.0,81611683.0,30882488.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0
30882488.0,78404226.0,13635172.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0
13635172.0,82194175.0,142618034.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0
142618034.0,-15550673.0,83598738.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0
83598738.0,102265938.0,60132712.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0
60132712.0,-32295602.0,75555442.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0
75555442.0,-109166159.0,22435575.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0
22435575.0,26014530.0,19578188.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0
19578188.0,109638349.0,32458538.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0
32458538.0,203011343.0,91391096.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0
91391096.0,232932546.0,190030159.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0
190030159.0,-37750293.0,4780753.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0
4780753.0,76344839.0,37710281.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0
37710281.0,53047581.0,12873084.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0
12873084.0,38937003.0,25938791.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0
25938791.0,169493286.0,-13014953.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0
-13014953.0,127961942.0,283180958.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0
283180958.0,-14386693.0,199958986.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0
199958986.0,166289883.0,-80571031.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0
-80571031.0,122618433.0,9920473.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0
9920473.0,-4739377.0,-29277751.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0
-29277751.0,53833548.0,-29080859.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0
-29080859.0,303611437.0,-106862568.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0
-106862568.0,464839593.0,48185784.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0
48185784.0,89372348.0,14658141.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0
14658141.0,101226875.0,91930538.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0
91930538.0,-2119341.0,-8109640.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0
-8109640.0,103043431.0,-9882286.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0
-9882286.0,63582654.0,-38950462.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0,103043431.0
-38950462.0,318161454.0,81611683.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0,103043431.0,63582654.0
81611683.0,151024741.0,78404226.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0,103043431.0,63582654.0,318161454.0
78404226.0,194918787.0,82194175.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0,103043431.0,63582654.0,318161454.0,151024741.0
82194175.0,180966286.0,-15550673.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0,103043431.0,63582654.0,318161454.0,151024741.0,194918787.0
-15550673.0,165211049.0,102265938.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0,103043431.0,63582654.0,318161454.0,151024741.0,194918787.0,180966286.0
102265938.0,-430669.0,-32295602.0,-109166159.0,26014530.0,109638349.0,203011343.0,232932546.0,-37750293.0,76344839.0,53047581.0,38937003.0,169493286.0,127961942.0,-14386693.0,166289883.0,122618433.0,-4739377.0,53833548.0,303611437.0,464839593.0,89372348.0,101226875.0,-2119341.0,103043431.0,63582654.0,318161454.0,151024741.0,194918787.0,180966286.0,165211049.0
